-4.2875 0 0
-4.2625 9.3358e-05 0.002334
-4.2375 0.00030342 0.0042011
-4.2125 0.00042011 0.004948
-4.1875 0.0012837 0.008659
-4.1625 0.002544 0.01251
-4.1375 0.0049013 0.017178
-4.1125 0.0074453 0.020889
-4.0875 0.012137 0.026794
-4.0625 0.016735 0.031275
-4.0375 0.020399 0.034356
-4.0125 0.0239 0.03753
-3.9875 0.028101 0.040261
-3.9625 0.029198 0.040961
-3.9375 0.033982 0.044275
-3.9125 0.031905 0.043062
-3.8875 0.033656 0.044135
-3.8625 0.034613 0.044345
-3.8375 0.033702 0.044182
-3.8125 0.033982 0.044182
-3.7875 0.032512 0.043132
-3.7625 0.031298 0.042618
-3.7375 0.032325 0.043155
-3.7125 0.030248 0.041685
-3.6875 0.031018 0.042315
-3.6625 0.028778 0.040938
-3.6375 0.029385 0.041078
-3.6125 0.030318 0.041871
-3.5875 0.029011 0.040891
-3.5625 0.026934 0.039351
-3.5375 0.026374 0.039024
-3.5125 0.027331 0.039817
-3.4875 0.026327 0.038884
-3.4625 0.027004 0.039677
-3.4375 0.025137 0.038137
-3.4125 0.026327 0.038977
-3.3875 0.02425 0.037553
-3.3625 0.024787 0.037857
-3.3375 0.023993 0.037297
-3.3125 0.024343 0.037483
-3.2875 0.02334 0.036597
-3.2625 0.02299 0.036386
-3.2375 0.021566 0.035336
-3.2125 0.022033 0.035686
-3.1875 0.021426 0.035266
-3.1625 0.020189 0.034193
-3.1375 0.019489 0.033656
-3.1125 0.018088 0.032349
-3.0875 0.020095 0.034076
-3.0625 0.017225 0.031672
-3.0375 0.016805 0.031345
-3.0125 0.014961 0.029455
-2.9875 0.014984 0.029478
-2.9625 0.014237 0.028848
-2.9375 0.01391 0.028288
-2.9125 0.012673 0.027121
-2.8875 0.011273 0.02565
-2.8625 0.011903 0.026187
-2.8375 0.012323 0.026794
-2.8125 0.01111 0.025464
-2.7875 0.01279 0.027471
-2.7625 0.013677 0.028334
-2.7375 0.015264 0.029688
-2.7125 0.016198 0.030832
-2.6875 0.018275 0.032745
-2.6625 0.023806 0.037203
-2.6375 0.027447 0.040004
-2.6125 0.03669 0.046189
-2.5875 0.045466 0.051674
-2.5625 0.059213 0.059119
-2.5375 0.071303 0.064557
-2.5125 0.093732 0.07422
-2.4875 0.1177 0.082879
-2.4625 0.15336 0.094806
-2.4375 0.19687 0.10715
-2.4125 0.24311 0.11864
-2.3875 0.29637 0.13017
-2.3625 0.34753 0.14076
-2.3375 0.40658 0.1514
-2.3125 0.46621 0.16286
-2.2875 0.53436 0.17397
-2.2625 0.59392 0.18436
-2.2375 0.66686 0.1944
-2.2125 0.74045 0.20478
-2.1875 0.81075 0.21374
-2.1625 0.88775 0.22285
-2.1375 0.95688 0.23218
-2.1125 1.0104 0.23944
-2.0875 1.0465 0.24392
-2.0625 1.0742 0.24644
-2.0375 1.0866 0.24784
-2.0125 1.0824 0.24682
-1.9875 1.058 0.2443
-1.9625 1.0301 0.23956
-1.9375 0.9903 0.23594
-1.9125 0.92742 0.2277
-1.8875 0.86653 0.22044
-1.8625 0.80601 0.21272
-1.8375 0.72621 0.20245
-1.8125 0.63937 0.19031
-1.7875 0.55121 0.1782
-1.7625 0.46831 0.16405
-1.7375 0.39262 0.15047
-1.7125 0.32017 0.1364
-1.6875 0.25013 0.12125
-1.6625 0.19517 0.10804
-1.6375 0.1532 0.096346
-1.6125 0.1216 0.086427
-1.5875 0.092448 0.075574
-1.5625 0.071723 0.066495
-1.5375 0.052327 0.056622
-1.5125 0.041101 0.050017
-1.4875 0.029688 0.042128
-1.4625 0.022149 0.03613
-1.4375 0.016454 0.031158
-1.4125 0.011203 0.025837
-1.3875 0.0083322 0.022313
-1.3625 0.0070719 0.020889
